Biomarker	Function	Somatic_or_Germline_alteration	Alteration	Biomarker_basket
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
E2A	Gain-of-function	Somatic	Fusion	NA
PBX1	Gain-of-function	Somatic	Fusion	NA
TSC2	Loss-of-function	Somatic	Deletion	PAM
PLK1	Gain-of-function	Somatic	SNV/indel	CC
ARID1A	Loss-of-function	Somatic	SNV/indel	OTH
FLT4	Gain-of-function	Somatic	Overexpression	TK
PDGFB	Gain-of-function	Somatic	Overexpression	TK
RET	Gain-of-function	Somatic	Overexpression	TK
DLL3	Gain-of-function	Somatic	Overexpression	DEV
ASCL1	Gain-of-function	Somatic	Overexpression	OTH
MYCL	Gain-of-function	Somatic	Overexpression	CC
NRG1	Gain-of-function	Somatic	Overexpression	TK
KDR	Gain-of-function	Somatic	Overexpression	TK
RAF1	Gain-of-function	Somatic	Overexpression	RME
BRCA1	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
BRIP1	Loss-of-function	Somatic	Deletion	DDR
CDK12	Loss-of-function	Somatic	Deletion	DDR
ERCC5	Loss-of-function	Somatic	Deletion	DDR
FANCI	Loss-of-function	Somatic	Deletion	DDR
FANCL	Loss-of-function	Somatic	Deletion	DDR
HDAC2	Loss-of-function	Somatic	Deletion	DDR
MLH3	Loss-of-function	Somatic	Deletion	DDR
RAD51	Loss-of-function	Somatic	Deletion	DDR
RAD51B	Loss-of-function	Somatic	Deletion	DDR
RAD51C	Loss-of-function	Somatic	Deletion	DDR
RAD51D	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
PALB2	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
FOXL2	Gain-of-function	Somatic	Overexpression	DEV
ATM	Loss-of-function	Germline	Deletion	DDR
ATM	Loss-of-function	Germline	SNV/indel	DDR
HRD	Composite biomarker	Germline	Positive	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
SBS3	Composite biomarker	Germline	Mutational signature	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
ATM	Loss-of-function	Germline	NA	DDR
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
IDH1	Gain-of-function	Somatic	SNV/indel	OTH
ATR	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
ERCC5	Loss-of-function	Somatic	Deletion	DDR
FANCB	Loss-of-function	Somatic	Deletion	DDR
FANCC	Loss-of-function	Somatic	Deletion	DDR
FANCD2	Loss-of-function	Somatic	Deletion	DDR
HDAC2	Loss-of-function	Somatic	Deletion	DDR
IDH1	Gain-of-function	Somatic	SNV/indel	OTH
RAD51B	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
JAK2	Gain-of-function	Germline	SNV/indel	TK
PTCH1	Loss-of-function	Somatic	SNV/indel	DEV
NA	NA	NA	NA	NA
NA	NA	NA	NA	NA
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
ERBB2	Gain-of-function	Somatic	Gain	TK
ERBB3	Gain-of-function	Somatic	SNV/indel	TK
ERBB4	Gain-of-function	Somatic	Overexpression	TK
KRAS	Gain-of-function	Somatic	SNV/indel	RME
TMB	Composite biomarker	NA	Positive	IE
CD274	Gain-of-function	Somatic	Underexpression	IE
ERBB2	Gain-of-function	Somatic	SNV/indel	TK
ERBB2	Gain-of-function	Somatic	Overexpression	TK
KRAS	Gain-of-function	Somatic	SNV/indel	RME
TMB	Composite biomarker	NA	Positive	IE
KRAS	Gain-of-function	Somatic	SNV/indel	RME
TMB	Composite biomarker	Somatic	Positive	IE
BAP1	Loss-of-function	Somatic	SNV/indel	DDR
GNAS	Gain-of-function	Somatic	SNV/indel	RME
NA	NA	NA	NA	NA
ATP7A	Loss-of-function	Somatic	Fusion	NA
ATRX	Loss-of-function	Somatic	Fusion	OTH
FANCF	Loss-of-function	Somatic	Underexpression	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
ATP7A	Loss-of-function	Somatic	Fusion	NA
ATRX	Loss-of-function	Somatic	Fusion	OTH
FANCF	Loss-of-function	Somatic	Underexpression	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
SSX1	Loss-of-function	Somatic	Overexpression	OTH
SSX1	Loss-of-function	Somatic	Gain	OTH
FGFR1	Gain-of-function	Somatic	Gain	TK
FGFR1	Gain-of-function	Somatic	Overexpression	TK
IGF1R	Gain-of-function	Somatic	Gain	TK
IGF1R	Gain-of-function	Somatic	Overexpression	TK
MERTK	Gain-of-function	Somatic	Overexpression	TK
JAK1	Gain-of-function	Somatic	Gain	TK
JAK1	Gain-of-function	Somatic	Overexpression	TK
OSM	Gain-of-function	Somatic	Overexpression	OTH
OSM	Gain-of-function	Somatic	Gain	OTH
OSMR	Gain-of-function	Somatic	Overexpression	TK
OSMR	Gain-of-function	Somatic	Gain	TK
TP53	Loss-of-function	Germline	NA	CC
FGFR2	Gain-of-function	Somatic	Overexpression	TK
FGFR2	Gain-of-function	Somatic	Fusion	TK
FGFR4	Gain-of-function	Somatic	Overexpression	TK
SH3GLB1	Gain-of-function	Somatic	Overexpression	NA
SH3GLB1	Gain-of-function	Somatic	Fusion	NA
TSC1	Loss-of-function	Somatic	SNV/indel	PAM
NA	NA	NA	NA	NA
BAP1	Loss-of-function	Somatic	SNV/indel	DDR
BRCA2	Loss-of-function	Germline	SNV/indel	DDR
CTNNB1	Gain-of-function	Somatic	SNV/indel	DEV
ERCC2	Loss-of-function	Germline	NA	DDR
BRCA2	Loss-of-function	Germline	NA	DDR
KRAS	Gain-of-function	Somatic	SNV/indel	RME
RHOG	Gain-of-function	Somatic	SNV/indel	NA
SRGAP1	Loss-of-function	Somatic	SNV/indel	NA
KRAS	Gain-of-function	Somatic	SNV/indel	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
RHOG	Gain-of-function	Somatic	SNV/indel	NA
SRGAP1	Loss-of-function	Somatic	SNV/indel	NA
EWSR1	Gain-of-function	Somatic	Fusion	OTH
FANCC	Loss-of-function	Germline	SNV/indel	DDR
FANCC	Loss-of-function	Germline	Deletion	DDR
FLI1	Gain-of-function	Somatic	Fusion	OTH
HRD	Composite biomarker	Germline	Negative	DDR
SBS3	Composite biomarker	Germline	Mutational signature	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SLFN11	Gain-of-function	Somatic	Overexpression	DDR
EWSR1	Gain-of-function	Somatic	Fusion	OTH
FANCC	Loss-of-function	Germline	SNV/indel	DDR
FANCC	Loss-of-function	Germline	Deletion	DDR
FLI1	Gain-of-function	Somatic	Fusion	OTH
HRD	Composite biomarker	Germline	Negative	DDR
SBS3	Composite biomarker	Germline	Mutational signature	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SLFN11	Gain-of-function	Somatic	Overexpression	DDR
EWSR1	Gain-of-function	Somatic	Fusion	OTH
FANCC	Loss-of-function	Germline	SNV/indel	DDR
FANCC	Loss-of-function	Germline	Deletion	DDR
FLI1	Gain-of-function	Somatic	Fusion	OTH
HRD	Composite biomarker	Germline	Negative	DDR
PDCD1	Gain-of-function	Somatic	Overexpression	IE
SBS3	Composite biomarker	Germline	Mutational signature	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SLFN11	Gain-of-function	Somatic	Overexpression	DDR
EZH2	Gain-of-function	Somatic	Overexpression	OTH
EZH2	Gain-of-function	Somatic	Overexpression	OTH
ALK	Gain-of-function	Somatic	Overexpression	TK
CCND1	Gain-of-function	Somatic	Overexpression	CC
CCND2	Gain-of-function	Somatic	Overexpression	CC
CCND3	Gain-of-function	Somatic	Overexpression	CC
FANCC	Loss-of-function	Germline	NA	DDR
BRCA2	Loss-of-function	Somatic	Underexpression	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
ERCC4	Loss-of-function	Somatic	Deletion	DDR
ERCC4	Loss-of-function	Somatic	Underexpression	DDR
FANCF	Loss-of-function	Somatic	Deletion	DDR
FANCF	Loss-of-function	Somatic	Underexpression	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
FGFR2	Gain-of-function	Somatic	Gain	TK
FGFR2	Gain-of-function	Somatic	Overexpression	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
FGFR4	Gain-of-function	Somatic	Overexpression	TK
CTAG1B	Gain-of-function	Somatic	Overexpression	IE
CDKN2A	Loss-of-function	Somatic	Deletion	CC
ATM	Loss-of-function	Somatic	Deletion	DDR
BRCA1	Loss-of-function	Somatic	Deletion	DDR
BRCA2	Loss-of-function	Somatic	Deletion	DDR
CHEK1	Loss-of-function	Somatic	Deletion	DDR
FANCB	Loss-of-function	Somatic	Deletion	DDR
MRE11	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
FGF3	Gain-of-function	Somatic	Gain	TK
FGF4	Gain-of-function	Somatic	Gain	TK
FGFR1	Gain-of-function	Somatic	Overexpression	TK
NAB2	NA	Somatic	Fusion	OTH
NTRK1	Gain-of-function	Somatic	Overexpression	TK
NTRK3	Gain-of-function	Somatic	Overexpression	TK
STAT6	Gain-of-function	Somatic	Fusion	OTH
LAG3	Gain-of-function	Somatic	Overexpression	IE
RAD51D	Loss-of-function	Germline	NA	DDR
SMARCB1	Loss-of-function	Somatic	SNV/indel	DEV
SMARCB1	Loss-of-function	Somatic	Deletion	DEV
ERBB3	Gain-of-function	Somatic	Overexpression	TK
MAP2K2	Gain-of-function	Somatic	Overexpression	RME
NF2	Loss-of-function	Somatic	Deletion	PAM
NRG1	Gain-of-function	Somatic	Overexpression	TK
NA	NA	NA	NA	NA
FGFR2	Gain-of-function	Somatic	Overexpression	TK
FGFR2	Gain-of-function	Somatic	Fusion	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
FGFR4	Gain-of-function	Somatic	Overexpression	TK
WAC	Gain-of-function	Somatic	Fusion	NA
WAC	Gain-of-function	Somatic	Overexpression	NA
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
FANCG	Loss-of-function	Somatic	Deletion	DDR
RAD51B	Loss-of-function	Somatic	Deletion	DDR
XRCC3	Loss-of-function	Somatic	Deletion	DDR
NA	NA	NA	NA	NA
NA	NA	NA	NA	NA
NOTCH1	Gain-of-function	Somatic	Fusion	DEV
NOTCH1	Gain-of-function	Somatic	Overexpression	DEV
TRBJ2-2	Gain-of-function	Somatic	Overexpression	NA
TRBJ2-2	Gain-of-function	Somatic	Fusion	NA
NOTCH1	Gain-of-function	Somatic	Overexpression	DEV
NOTCH1	Gain-of-function	Somatic	Fusion	DEV
TRBJ2-2	Gain-of-function	Somatic	Overexpression	NA
TRBJ2-2	Gain-of-function	Somatic	Fusion	NA
NA	NA	NA	NA	NA
ATP1B1	Gain-of-function	Somatic	Fusion	NA
NRG1	Gain-of-function	Somatic	Fusion	TK
NRG1	Gain-of-function	Somatic	Overexpression	TK
FGFR2	Gain-of-function	Somatic	Overexpression	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
FGFR4	Gain-of-function	Somatic	Overexpression	TK
GNAI2	Gain-of-function	Somatic	SNV/indel	NA
FANCC	Loss-of-function	Somatic	Deletion	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
PTEN	Loss-of-function	Somatic	Deletion	PAM
PTCH1	Loss-of-function	Somatic	Deletion	DEV
ESR1	Gain-of-function	Somatic	SNV/indel	DEV
TMB	Composite biomarker	Somatic	Positive	IE
ATM	Loss-of-function	Somatic	Deletion	DDR
BRCA1	Loss-of-function	Somatic	Deletion	DDR
CHEK2	Loss-of-function	Germline	SNV/indel	DDR
MRE11	Loss-of-function	Somatic	Deletion	DDR
CHEK2	Loss-of-function	Germline	NA	DDR
NA	NA	NA	NA	NA
NF2	Loss-of-function	Somatic	SNV/indel	PAM
NF2	Loss-of-function	Somatic	Underexpression	PAM
VHL	Loss-of-function	Somatic	SNV/indel	PAM
NF2	Loss-of-function	Somatic	SNV/indel	PAM
NF2	Loss-of-function	Somatic	Underexpression	PAM
SETD2	Loss-of-function	Somatic	SNV/indel	OTH
SETD2	Loss-of-function	Somatic	SNV/indel	OTH
BRAF	Gain-of-function	Somatic	Overexpression	RME
BRAF	Gain-of-function	Somatic	SNV/indel	RME
NRAS	Gain-of-function	Somatic	SNV/indel	RME
TMB	Composite biomarker	Somatic	Positive	IE
MAGEA3	Gain-of-function	Somatic	Overexpression	IE
TPTE	Gain-of-function	Somatic	Overexpression	IE
TYR	Gain-of-function	Somatic	Overexpression	IE
DLL3	Gain-of-function	Somatic	Overexpression	DEV
ERBB3	Gain-of-function	Somatic	Overexpression	TK
NRG2	Gain-of-function	Somatic	Overexpression	TK
PTPRJ	Loss-of-function	Somatic	SNV/indel	TK
BRCA2	Loss-of-function	Somatic	Deletion	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
PTPN12	Loss-of-function	Somatic	Deletion	TK
PTPN12	Loss-of-function	Somatic	SNV/indel	TK
CD274	Gain-of-function	Somatic	Overexpression	IE
CTLA4	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
CDKN2A	Loss-of-function	Somatic	SNV/indel	CC
EGFR	Gain-of-function	Somatic	Overexpression	TK
ERBB3	Gain-of-function	Somatic	Overexpression	TK
KRAS	Gain-of-function	Somatic	SNV/indel	RME
NRG1	Gain-of-function	Somatic	Overexpression	TK
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
KRAS	Gain-of-function	Somatic	SNV/indel	RME
KRAS	Gain-of-function	Somatic	Deletion	RME
BRCA1	Loss-of-function	Somatic	Deletion	DDR
CHEK2	Loss-of-function	Germline	SNV/indel	DDR
HRD	Composite biomarker	Germline	Positive	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
RAD51	Loss-of-function	Somatic	Deletion	DDR
RAD51C	Loss-of-function	Somatic	Deletion	DDR
DDR1	Gain-of-function	Somatic	Overexpression	TK
EPHA3	Gain-of-function	Somatic	Overexpression	TK
EPHA3	Gain-of-function	Somatic	Gain	TK
CHEK2	Loss-of-function	Germline	NA	DDR
PTEN	Loss-of-function	Somatic	SNV/indel	PAM
BRCA1	Loss-of-function	Somatic	Deletion	DDR
RAD51	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
CCND2	Gain-of-function	Somatic	Gain	CC
CDK4	Gain-of-function	Somatic	Gain	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
MDM2	Gain-of-function	Somatic	Gain	CC
CCND2	Gain-of-function	Somatic	Gain	CC
CDK4	Gain-of-function	Somatic	Gain	CC
TMB	Composite biomarker	Somatic	Positive	IE
HRD	Composite biomarker	Somatic	Positive	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
TMB	Composite biomarker	Somatic	Positive	IE
TMB	Composite biomarker	Somatic	Positive	IE
MSH2	Loss-of-function	Germline	SNV/indel	DDR
MSH2	Loss-of-function	Germline	Underexpression	DDR
MSI	Composite biomarker	Somatic	MSI	NA
SBS26	Composite biomarker	Somatic	Mutational signature	NA
SBS6	Composite biomarker	Somatic	Mutational signature	NA
MEN1	Loss-of-function	Germline	NA	OTH
MSH2	Loss-of-function	Germline	NA	DDR
RET	Gain-of-function	Somatic	Fusion	TK
TRIM33	Gain-of-function	Somatic	Fusion	NA
HRD	Composite biomarker	Somatic	Positive	DDR
PTEN	Loss-of-function	Somatic	Underexpression	PAM
PTEN	Loss-of-function	Somatic	Deletion	PAM
RAD54L	Loss-of-function	Somatic	SNV/indel	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
TMB	Composite biomarker	Somatic	Positive	IE
HRD	Composite biomarker	Somatic	Positive	DDR
PTEN	Loss-of-function	Somatic	Underexpression	PAM
PTEN	Loss-of-function	Somatic	Deletion	PAM
RAD54L	Loss-of-function	Somatic	SNV/indel	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
HRD	Composite biomarker	Somatic	Positive	DDR
PTEN	Loss-of-function	Somatic	Underexpression	PAM
PTEN	Loss-of-function	Somatic	Deletion	PAM
RAD54L	Loss-of-function	Somatic	SNV/indel	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
BRD4	Gain-of-function	Somatic	Overexpression	OTH
FGFR2	Gain-of-function	Somatic	Overexpression	TK
FGFR2	Gain-of-function	Somatic	Gain	TK
KIT	Gain-of-function	Somatic	Overexpression	TK
NTRK2	Gain-of-function	Somatic	Overexpression	TK
NTRK3	Gain-of-function	Somatic	Overexpression	TK
LAG3	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
CD274	Gain-of-function	Somatic	Overexpression	IE
PDCD1LG2	Gain-of-function	Somatic	Overexpression	IE
FGF1	Gain-of-function	Somatic	Overexpression	TK
FGF2	Gain-of-function	Somatic	Overexpression	TK
CD74	Gain-of-function	Somatic	Overexpression	NA
ROS1	Gain-of-function	Somatic	Overexpression	TK
NA	NA	NA	NA	NA
NA	NA	NA	NA	NA
TMB	Composite biomarker	Somatic	Positive	IE
EGFR	Gain-of-function	Somatic	Overexpression	TK
EGFR	Gain-of-function	Somatic	Gain	TK
MAPK1	Gain-of-function	Somatic	Overexpression	RME
MAPK1	Gain-of-function	Somatic	Gain	RME
PTPN12	Loss-of-function	Somatic	Deletion	TK
CDK4	Gain-of-function	Somatic	Overexpression	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
BRCA2	Loss-of-function	Germline	SNV/indel	DDR
FANCA	Loss-of-function	Germline	SNV/indel	DDR
FANCG	Loss-of-function	Germline	SNV/indel	DDR
SBS8	Composite biomarker	Germline	Mutational signature	DDR
FANCG	Loss-of-function	Germline	NA	DDR
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
CTLA4	Gain-of-function	Somatic	Overexpression	IE
LAG3	Gain-of-function	Somatic	Overexpression	IE
PDCD1	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Positive	IE
NA	NA	NA	NA	NA
SYK	Gain-of-function	Somatic	Overexpression	TK
NA	NA	NA	NA	NA
NF1	Loss-of-function	Somatic	Deletion	RME
PIK3CA	Gain-of-function	Somatic	SNV/indel	PAM
PTEN	Loss-of-function	Somatic	Deletion	PAM
BARD1	Loss-of-function	Germline	SNV/indel	OTH
FANCA	Loss-of-function	Somatic	Deletion	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
SBS3	Composite biomarker	Germline	Mutational signature	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
NA	NA	NA	NA	NA
BARD1	Loss-of-function	Germline	NA	OTH
BRCA2	Loss-of-function	Germline	SNV/indel	DDR
RAD54L	Loss-of-function	Somatic	SNV/indel	DDR
SBS3	Composite biomarker	NA	Mutational signature	DDR
KRAS	Gain-of-function	Somatic	SNV/indel	RME
BRCA2	Loss-of-function	Germline	NA	DDR
FGFR1	Gain-of-function	Somatic	Overexpression	TK
LAG3	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Negative	IE
GLI2	Gain-of-function	Somatic	Overexpression	DEV
GLI3	Gain-of-function	Somatic	Overexpression	DEV
SMO	Gain-of-function	Somatic	Overexpression	DEV
NA	NA	NA	NA	NA
PTEN	Loss-of-function	Somatic	Deletion	PAM
FANCG	Loss-of-function	Somatic	SNV/indel	DDR
PALB2	Loss-of-function	Germline	SNV/indel	DDR
ERBB4	Gain-of-function	Somatic	Overexpression	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
PALB2	Loss-of-function	Germline	NA	DDR
NA	NA	NA	NA	NA
FANCA	Loss-of-function	Somatic	Deletion	DDR
FANCE	Loss-of-function	Somatic	Deletion	DDR
FANCG	Loss-of-function	Somatic	Deletion	DDR
MLH3	Loss-of-function	Somatic	Deletion	DDR
PTEN	Loss-of-function	Somatic	Deletion	PAM
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SBS8	Composite biomarker	Somatic	Mutational signature	DDR
XRCC3	Loss-of-function	Somatic	Deletion	DDR
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2B	Loss-of-function	Somatic	Underexpression	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
SETD2	Loss-of-function	Somatic	SNV/indel	OTH
FGFR4	Gain-of-function	Somatic	Overexpression	TK
KDR	Gain-of-function	Somatic	Overexpression	TK
FGFR1	Gain-of-function	Somatic	Gain	TK
FGFR2	Gain-of-function	Somatic	Fusion	TK
GAB2	Gain-of-function	Somatic	Fusion	NA
FGFR1	Gain-of-function	Somatic	Gain	TK
FGFR2	Gain-of-function	Somatic	Fusion	TK
GAB2	Gain-of-function	Somatic	Fusion	NA
FGFR2	Gain-of-function	Somatic	Overexpression	TK
FGFR3	Gain-of-function	Somatic	Overexpression	TK
FGFR4	Gain-of-function	Somatic	Overexpression	TK
CTAG1B	Gain-of-function	Somatic	Overexpression	IE
CTNNB1	Gain-of-function	Somatic	SNV/indel	DEV
FLT4	Gain-of-function	Somatic	Overexpression	TK
PDGFA	Gain-of-function	Somatic	Overexpression	TK
PDGFB	Gain-of-function	Somatic	Overexpression	TK
TEK	Gain-of-function	Somatic	Overexpression	TK
CTNNB1	Gain-of-function	Somatic	SNV/indel	DEV
MAFB	Gain-of-function	Somatic	SNV/indel	NA
NTRK1	Gain-of-function	Somatic	Overexpression	TK
NTRK1	Gain-of-function	Somatic	Fusion	TK
TPM3	Gain-of-function	Somatic	Fusion	NA
TPM3	Gain-of-function	Somatic	Overexpression	NA
CDKN2A	Loss-of-function	Somatic	Deletion	CC
CDKN2A	Loss-of-function	Somatic	Underexpression	CC
CDKN2B	Loss-of-function	Somatic	Underexpression	CC
CDKN2B	Loss-of-function	Somatic	Deletion	CC
ESR1	Gain-of-function	Somatic	Underexpression	DEV
FOXL2	Gain-of-function	Somatic	Overexpression	DEV
CTLA4	Gain-of-function	Somatic	Overexpression	IE
TMB	Composite biomarker	Somatic	Negative	IE
CD274	Gain-of-function	Somatic	Gain	IE
PDCD1LG2	Gain-of-function	Somatic	Gain	IE
TMB	Composite biomarker	Somatic	Negative	IE
NF1	Loss-of-function	Somatic	SNV/indel	RME
NF1	Loss-of-function	Somatic	SNV/indel	RME
ROS1	Gain-of-function	Somatic	Overexpression	TK
WRN	Loss-of-function	Germline	NA	DDR
NA	NA	NA	NA	NA
KRAS	Gain-of-function	Somatic	SNV/indel	RME
TMB	Composite biomarker	Somatic	Positive	IE
KRAS	Gain-of-function	Somatic	SNV/indel	RME
ERBB3	Gain-of-function	Somatic	Gain	TK
KRAS	Gain-of-function	Somatic	SNV/indel	RME
KRAS	Gain-of-function	Somatic	SNV/indel	RME
ASCL1	Gain-of-function	Somatic	Overexpression	OTH
BRD3	Gain-of-function	Somatic	Overexpression	OTH
MYCL	Gain-of-function	Somatic	Overexpression	CC
DLL3	Gain-of-function	Somatic	Overexpression	DEV
ASCL1	Gain-of-function	Somatic	Overexpression	OTH
BRD3	Gain-of-function	Somatic	Overexpression	OTH
MYCL	Gain-of-function	Somatic	Overexpression	CC
RET	Gain-of-function	Somatic	Overexpression	TK
EGFR	Gain-of-function	Somatic	Overexpression	TK
NA	NA	NA	NA	NA
PTEN	Loss-of-function	Somatic	Deletion	PAM
CHD1	Loss-of-function	Somatic	SNV/indel	NA
ERCC1	Loss-of-function	Somatic	Deletion	DDR
ERCC2	Loss-of-function	Somatic	Deletion	DDR
LIG1	Loss-of-function	Somatic	Deletion	DDR
RPA1	Loss-of-function	Somatic	Deletion	DDR
SBS3	Composite biomarker	Somatic	Mutational signature	DDR
WRN	Loss-of-function	Germline	NA	DDR
CDK6	Gain-of-function	Somatic	Gain	CC
MAP2K1	Gain-of-function	Somatic	SNV/indel	RME
MSH6	Loss-of-function	Germline	SNV/indel	DDR
TMB	Composite biomarker	Somatic	Positive	IE
MSH6	Loss-of-function	Germline	NA	DDR
IDH1	Gain-of-function	Somatic	SNV/indel	OTH
IDH1	Gain-of-function	Somatic	SNV/indel	OTH
ATR	Loss-of-function	Somatic	Deletion	DDR
ATR	Loss-of-function	Somatic	Underexpression	DDR
CHEK1	Loss-of-function	Somatic	Underexpression	DDR
PNKP	Loss-of-function	Somatic	Deletion	DDR
RAD51	Loss-of-function	Somatic	Deletion	DDR
RAD51	Loss-of-function	Somatic	Underexpression	DDR
PIK3CA	Gain-of-function	Somatic	Gain	PAM
CDK6	Gain-of-function	Somatic	Gain	CC
CDKN2A	Loss-of-function	Somatic	Deletion	CC
ERBB2	Gain-of-function	Somatic	Overexpression	TK
ERBB3	Gain-of-function	Somatic	Overexpression	TK
MAP2K2	Gain-of-function	Somatic	Overexpression	RME
MAPK3	Gain-of-function	Somatic	Overexpression	RME
ATM	Loss-of-function	Somatic	Deletion	DDR
BRCA1	Loss-of-function	Germline	SNV/indel	DDR
DDB1	Loss-of-function	Somatic	Deletion	DDR
MRE11	Loss-of-function	Somatic	Deletion	DDR
USP11	Loss-of-function	Somatic	Deletion	CC
KRAS	Gain-of-function	Somatic	SNV/indel	RME
MSH6	Loss-of-function	Germline	SNV/indel	DDR
